job title,languages,age,location,salary,salary_category,genders
Software Development,HTML/CSS,26,Nueva Ecija,85776,Senior,Male
Technology Sales,R,30,Misamis Oriental,24208,Junior,Male
Web Development,JavaScript,30,Batangas,26719,Junior,Female
Technology Sales,C++,30,Camiguin,31394,Junior,Male
Web Development,Java,30,Maguindanao del Norte,38735,Junior,Male
IT Analysis,PHP,35,Tawi-Tawi,55535,Mid Level,Male
Information Security,Java,54,Lanao del Sur,63301,Mid Level,Male
Web Development,C++,30,Bukidnon,45842,Mid Level,Female
Web Development,C++,30,Misamis Occidental,39006,Junior,Female
Network Engineering,Python,37,Cavite,81751,Senior,Male
Web Designer,Swift,19,Tawi-Tawi,27002,Junior,Male
Network Engineering,JavaScript,39,Ifugao,60564,Mid Level,Male
Computer Support,Java,30,Biliran,26542,Junior,Male
Computer Support,Java,30,Kalinga,34717,Junior,Male
IT Sales Executive,Java,30,Nueva Ecija,48338,Mid Level,Female
Web Development,PHP,30,Rizal,55188,Mid Level,Male
Computer Support,SQL,30,Nueva Ecija,32482,Junior,Male
Network Engineering,Swift,37,Marinduque,62555,Mid Level,Male
Network Engineering,Python,43,Rizal,45169,Mid Level,Nonbinary
Network Engineering,Ruby,39,Cagayan,59681,Mid Level,Male
Web Development,R,30,Abra,35536,Junior,Male
Computer Support,C++,30,Leyte,28597,Junior,Male
Web Designer,Python,22,Dinagat Islands,31174,Junior,Male
Web Development,JavaScript,30,Zambales,47495,Mid Level,Female
Software Development,JavaScript,26,Agusan del Norte,54389,Mid Level,Nonbinary
Software Development,JavaScript,34,Davao de Oro,81837,Senior,Female
Network Engineering,Ruby,40,Davao Oriental,64807,Mid Level,Male
Web Development,Python,30,Ilocos Norte,36649,Junior,Female
Web Development,C++,30,Isabela,32927,Junior,Male
Network Engineering,JavaScript,42,Palawan,38453,Junior,Nonbinary
Cloud Engineering,Ruby,40,Agusan del Sur,114653,Executive,Female
IT Sales Executive,Ruby,28,Abra,61370,Mid Level,Male
Computer Support,Ruby,30,Cavite,33418,Junior,Nonbinary
IT Analysis,HTML/CSS,40,Eastern Samar,41120,Mid Level,Male
IT Sales Executive,JavaScript,32,Cavite,33078,Junior,Male
Software Development,HTML/CSS,32,Aurora,81110,Senior,Male
Helpdesk Manager,JavaScript,57,Quezon,56643,Mid Level,Female
IT Analysis,C++,44,Laguna,42126,Mid Level,Male
Network Engineering,SQL,36,Southern Leyte,40989,Mid Level,Male
Software Development,R,32,Benguet,44064,Mid Level,Female
Software Development,SQL,30,Camarines Sur,60883,Mid Level,Male
Technology Sales,Ruby,30,Ilocos Sur,40708,Mid Level,Male
Computer Support,JavaScript,30,Bohol,29222,Junior,Female
Network Engineering,Python,36,Maguindanao del Norte,53231,Mid Level,Nonbinary
Web Development,Python,30,Ifugao,29965,Junior,Male
Information Security,Java,61,Occidental Mindoro,79180,Senior,Male
IT Sales Executive,SQL,30,Romblon,47270,Mid Level,Male
Technology Sales,Python,30,Misamis Occidental,40918,Mid Level,Nonbinary
Cloud Engineering,JavaScript,41,Sulu,75404,Senior,Nonbinary
IT Analysis,Ruby,44,La Union,65195,Mid Level,Male
Software Development,Swift,29,Misamis Occidental,94606,Senior,Female
Web Designer,R,23,Southern Leyte,21460,Junior,Male
Computer Support,JavaScript,30,Sulu,26281,Junior,Male
Computer Support,Java,30,Nueva Ecija,21350,Junior,Male
Technology Sales,R,30,Isabela,29572,Junior,Male
Computer Support,JavaScript,30,Albay,35067,Junior,Nonbinary
Software Development,Java,34,Negros Occidental,81753,Senior,Male
IT Sales Executive,Ruby,32,Ilocos Norte,41861,Mid Level,Male
Technology Sales,JavaScript,30,Palawan,33199,Junior,Male
Web Development,Python,30,Aurora,31080,Junior,Nonbinary
Technology Sales,R,30,Cotabato,47005,Mid Level,Male
Software Development,JavaScript,33,Pampanga,69795,Mid Level,Female
Computer Support,Java,30,Pampanga,29923,Junior,Female
Network Engineering,JavaScript,38,Quirino,81742,Senior,Male
Network Engineering,HTML/CSS,41,Oriental Mindoro,34424,Junior,Nonbinary
Network Engineering,Java,42,Davao Oriental,75860,Senior,Female
IT Analysis,JavaScript,40,Davao Oriental,54022,Mid Level,Nonbinary
Software Development,JavaScript,26,Surigao del Norte,73881,Senior,Male
Computer Support,PHP,30,Dinagat Islands,30205,Junior,Female
IT Analysis,Java,41,Masbate,67889,Mid Level,Male
Helpdesk Manager,Swift,53,Cavite,61269,Mid Level,Female
Software Development,Python,29,Abra,42904,Mid Level,Male
Computer Support,SQL,30,Romblon,32954,Junior,Male
IT Analysis,Ruby,36,Lanao del Norte,50032,Mid Level,Male
IT Analysis,Java,38,Agusan del Norte,55635,Mid Level,Female
Web Development,Python,30,Camiguin,41767,Mid Level,Male
IT Analysis,PHP,37,Quezon,54993,Mid Level,Female
Computer Support,Java,30,Zamboanga del Sur,32097,Junior,Male
Information Security,JavaScript,64,Samar,59109,Mid Level,Nonbinary
Software Development,C++,34,Masbate,36619,Junior,Female
Network Engineering,Python,41,Maguindanao del Norte,47434,Mid Level,Nonbinary
Software Development,JavaScript,34,Masbate,104451,Executive,Female
Computer Support,JavaScript,30,Lanao del Sur,26748,Junior,Male
IT Sales Executive,Java,32,Palawan,50807,Mid Level,Female
Cloud Engineering,JavaScript,35,Oriental Mindoro,83925,Senior,Male
Software Development,C++,32,Misamis Occidental,87111,Senior,Male
Cloud Engineering,SQL,39,Ilocos Sur,89347,Senior,Male
IT Sales Executive,Python,31,Romblon,62747,Mid Level,Nonbinary
Database Administration,C++,55,Camarines Norte,74788,Senior,Female
IT Analysis,HTML/CSS,35,Iloilo,45228,Mid Level,Male
Network Engineering,Java,36,Negros Oriental,43146,Mid Level,Male
Software Development,Ruby,25,Leyte,76247,Senior,Male
Software Development,SQL,29,Sulu,101903,Executive,Male
Database Administration,Python,50,Abra,73979,Senior,Male
Computer Support,Java,30,Misamis Oriental,30299,Junior,Male
Technology Sales,Python,30,Cagayan,39423,Junior,Nonbinary
IT Sales Executive,Swift,34,Antique,44569,Mid Level,Female
Network Engineering,JavaScript,43,Bukidnon,37589,Junior,Nonbinary
Database Administration,Java,51,South Cotabato,39644,Junior,Female
Web Development,HTML/CSS,30,Bohol,40054,Mid Level,Male
Web Development,HTML/CSS,30,Quirino,44938,Mid Level,Nonbinary
Helpdesk Manager,JavaScript,59,Bohol,58655,Mid Level,Male
Network Engineering,C++,37,Davao del Norte,41046,Mid Level,Nonbinary
Software Development,Ruby,33,Ilocos Sur,79085,Senior,Male
Information Security,HTML/CSS,57,Dinagat Islands,89512,Senior,Female
Network Engineering,Python,39,Southern Leyte,71736,Senior,Nonbinary
IT Analysis,Java,37,Aklan,44833,Mid Level,Female
Software Development,Java,27,Agusan del Norte,79309,Senior,Male
Technology Sales,JavaScript,30,Quirino,28082,Junior,Male
Technology Sales,Swift,30,Palawan,34765,Junior,Male
Network Engineering,PHP,37,Bukidnon,58599,Mid Level,Female
IT Sales Executive,C++,30,Ifugao,33400,Junior,Nonbinary
Computer Support,JavaScript,30,Marinduque,22419,Junior,Female
Cloud Engineering,Ruby,35,Davao Occidental,93828,Senior,Male
Web Development,HTML/CSS,30,Pampanga,42006,Mid Level,Nonbinary
Technology Sales,JavaScript,30,Leyte,36555,Junior,Male
Computer Support,Ruby,30,Southern Leyte,33918,Junior,Female
Web Development,HTML/CSS,30,Romblon,32715,Junior,Male
Information Security,HTML/CSS,48,Basilan,101472,Executive,Male
Computer Support,R,30,Negros Occidental,21185,Junior,Female
Information Security,Java,57,Eastern Samar,100263,Executive,Nonbinary
IT Sales Executive,C++,32,Cagayan,29592,Junior,Female
Computer Support,JavaScript,30,Abra,36133,Junior,Female
Software Development,JavaScript,27,La Union,55411,Mid Level,Male
Technology Sales,C++,30,Albay,37134,Junior,Female
Network Engineering,Java,39,Nueva Vizcaya,77714,Senior,Male
Web Development,JavaScript,30,La Union,30372,Junior,Male
IT Analysis,HTML/CSS,36,Eastern Samar,35911,Junior,Male
IT Analysis,Python,36,Cotabato,53336,Mid Level,Male
Computer Support,C++,30,Cotabato,36169,Junior,Male
IT Analysis,Java,41,Iloilo,49189,Mid Level,Male
Network Engineering,HTML/CSS,44,Masbate,38317,Junior,Male
Helpdesk Manager,JavaScript,47,Zamboanga del Sur,61841,Mid Level,Male
Software Development,C++,29,Dinagat Islands,92712,Senior,Nonbinary
Software Development,JavaScript,27,Agusan del Norte,45146,Mid Level,Male
Computer Support,JavaScript,30,Dinagat Islands,33835,Junior,Female
Web Development,Swift,30,Romblon,45954,Mid Level,Male
Web Development,HTML/CSS,30,Aklan,42151,Mid Level,Female
IT Analysis,JavaScript,40,Lanao del Sur,68962,Mid Level,Male
Information Security,Java,57,Maguindanao del Norte,100880,Executive,Male
Database Administration,Ruby,54,Aklan,67109,Mid Level,Nonbinary
Web Development,JavaScript,30,Rizal,27754,Junior,Male
Web Development,C++,30,Bohol,54307,Mid Level,Male
Cloud Engineering,Ruby,37,Quezon,53997,Mid Level,Male
Software Development,Ruby,32,Pangasinan,48382,Mid Level,Male
Web Development,C++,30,Rizal,36171,Junior,Male
IT Sales Executive,C++,26,Ilocos Sur,48395,Mid Level,Female
IT Sales Executive,JavaScript,27,Quezon,53286,Mid Level,Male
Web Development,Swift,30,Southern Leyte,46114,Mid Level,Nonbinary
Web Development,PHP,30,Cagayan,50482,Mid Level,Male
Information Security,Python,61,Ilocos Sur,107246,Executive,Nonbinary
IT Sales Executive,HTML/CSS,32,Camarines Sur,49117,Mid Level,Female
Helpdesk Manager,Java,54,Rizal,62720,Mid Level,Male
Computer Support,Java,30,Sorsogon,22897,Junior,Male
Technology Sales,JavaScript,30,Zambales,40844,Mid Level,Male
Database Administration,Python,46,Tawi-Tawi,88364,Senior,Male
Information Security,PHP,56,Lanao del Sur,96096,Senior,Nonbinary
IT Analysis,Python,41,Surigao del Norte,47472,Mid Level,Female
Cloud Engineering,Java,40,Bukidnon,124033,Executive,Male
Software Development,JavaScript,26,Misamis Oriental,90119,Senior,Male
Cloud Engineering,JavaScript,39,Oriental Mindoro,59623,Mid Level,Male
Cloud Engineering,JavaScript,41,Davao de Oro,75346,Senior,Male
Software Development,JavaScript,32,Albay,58964,Mid Level,Nonbinary
Technology Sales,Swift,30,Camiguin,46401,Mid Level,Male
Network Engineering,C++,37,South Cotabato,29794,Junior,Male
IT Analysis,Python,35,South Cotabato,60570,Mid Level,Male
Software Development,JavaScript,31,Sultan Kudarat,65369,Mid Level,Male
IT Analysis,PHP,39,Misamis Occidental,46666,Mid Level,Male
Software Development,Python,29,Pangasinan,96507,Senior,Nonbinary
IT Analysis,Ruby,41,Bukidnon,52694,Mid Level,Male
Computer Support,Ruby,30,Albay,35620,Junior,Male
IT Analysis,HTML/CSS,35,Dinagat Islands,56596,Mid Level,Male
Computer Support,Java,30,Southern Leyte,37143,Junior,Female
Software Development,Java,32,Batangas,47614,Mid Level,Female
Software Development,Java,34,Antique,82339,Senior,Female
Information Security,JavaScript,59,Bulacan,109492,Executive,Female
IT Analysis,Python,39,Batangas,61960,Mid Level,Female
Computer Support,JavaScript,30,Agusan del Sur,23300,Junior,Female
Computer Support,Java,30,Sorsogon,33344,Junior,Female
IT Analysis,Java,42,Camiguin,53898,Mid Level,Male
Helpdesk Manager,Java,59,Tarlac,60989,Mid Level,Nonbinary
IT Analysis,Python,44,Misamis Occidental,43298,Mid Level,Nonbinary
Web Development,Java,30,Agusan del Sur,32538,Junior,Female
Computer Support,JavaScript,30,Davao de Oro,33025,Junior,Male
IT Analysis,R,39,Davao Occidental,50504,Mid Level,Female
Information Security,C++,51,Eastern Samar,114824,Executive,Male
Network Engineering,R,44,Rizal,80438,Senior,Male
IT Analysis,PHP,37,Albay,58649,Mid Level,Male
Computer Support,JavaScript,30,Samar,29439,Junior,Female
Technology Sales,C++,30,Eastern Samar,43534,Mid Level,Nonbinary
IT Analysis,Ruby,36,Iloilo,46190,Mid Level,Female
IT Analysis,Java,40,La Union,46560,Mid Level,Female
IT Sales Executive,SQL,29,Biliran,46642,Mid Level,Male
Network Engineering,JavaScript,43,Agusan del Norte,59696,Mid Level,Male
Database Administration,Swift,54,Bohol,73583,Senior,Nonbinary
Technology Sales,Java,30,Davao del Sur,49103,Mid Level,Nonbinary
Technology Sales,Python,30,Antique,51218,Mid Level,Male
Database Administration,PHP,48,Oriental Mindoro,42816,Mid Level,Nonbinary
Software Development,JavaScript,27,Zamboanga del Norte,40430,Mid Level,Male
Software Development,R,33,Cebu,93228,Senior,Female
IT Analysis,SQL,42,Agusan del Sur,61194,Mid Level,Male
Information Security,Java,61,Siquijor,124015,Executive,Male
Technology Sales,Python,30,Sulu,50161,Mid Level,Male
Helpdesk Manager,Swift,58,Cotabato,60306,Mid Level,Female
Network Engineering,Java,44,Misamis Oriental,68290,Mid Level,Female
Database Administration,Java,57,Ilocos Norte,81415,Senior,Male
Computer Support,JavaScript,30,Pampanga,28012,Junior,Female
Network Engineering,Java,35,Maguindanao del Norte,44150,Mid Level,Female
Computer Support,JavaScript,30,Bataan,31265,Junior,Male
Web Development,Ruby,30,Zamboanga del Sur,33343,Junior,Male
Computer Support,R,30,Mountain Province,21986,Junior,Nonbinary
Software Development,R,30,Batangas,61620,Mid Level,Male
IT Analysis,HTML/CSS,37,Oriental Mindoro,49995,Mid Level,Nonbinary
Technology Sales,C++,30,Apayao,25832,Junior,Nonbinary
Helpdesk Manager,JavaScript,63,Maguindanao del Norte,50807,Mid Level,Male
IT Analysis,JavaScript,40,Catanduanes,64047,Mid Level,Female
Information Security,SQL,57,Northern Samar,66196,Mid Level,Male
Technology Sales,R,30,Davao de Oro,38655,Junior,Female
Computer Support,Swift,30,Nueva Ecija,39089,Junior,Male
Software Development,Python,27,Misamis Oriental,91320,Senior,Male
Computer Support,JavaScript,30,Quezon,32673,Junior,Male
Information Security,JavaScript,57,Misamis Oriental,120552,Executive,Male
Database Administration,C++,48,Tarlac,53488,Mid Level,Female
Network Engineering,JavaScript,42,Zambales,70402,Senior,Female
Software Development,JavaScript,26,Camarines Norte,85665,Senior,Nonbinary
Web Development,Java,30,Guimaras,51135,Mid Level,Female
Computer Support,SQL,30,Apayao,29892,Junior,Male
Software Development,R,31,Tarlac,84153,Senior,Nonbinary
Database Administration,JavaScript,64,Romblon,58510,Mid Level,Male
Cloud Engineering,Java,36,Romblon,63872,Mid Level,Male
Cloud Engineering,JavaScript,41,Quirino,74938,Senior,Male
Cloud Engineering,Python,35,South Cotabato,102679,Executive,Female
Information Security,HTML/CSS,48,Maguindanao del Sur,73625,Senior,Nonbinary
Web Development,Ruby,30,Abra,49284,Mid Level,Male
Software Development,Ruby,33,Sulu,36238,Junior,Nonbinary
Information Security,Python,58,Antique,97215,Senior,Female
IT Analysis,Python,38,Batanes,40510,Mid Level,Female
Cloud Engineering,Ruby,37,South Cotabato,58754,Mid Level,Male
Helpdesk Manager,JavaScript,62,Davao Oriental,64032,Mid Level,Male
Information Security,C++,58,Tawi-Tawi,114129,Executive,Male
Computer Support,PHP,30,Maguindanao del Sur,29492,Junior,Female
Technology Sales,JavaScript,30,Quezon,49846,Mid Level,Nonbinary
Software Development,Java,27,Aurora,49162,Mid Level,Female
IT Sales Executive,Java,25,Aklan,43366,Mid Level,Female
IT Analysis,HTML/CSS,44,Negros Occidental,63603,Mid Level,Male
Computer Support,Python,30,Basilan,29653,Junior,Male
Helpdesk Manager,Python,61,Sorsogon,62014,Mid Level,Male
Technology Sales,C++,30,Masbate,44265,Mid Level,Male
Database Administration,Python,47,Leyte,59138,Mid Level,Male
Web Designer,Java,23,Cotabato,44218,Mid Level,Male
Computer Support,Python,30,Capiz,24472,Junior,Male
Network Engineering,C++,37,Surigao del Norte,70721,Senior,Male
Computer Support,JavaScript,30,Palawan,38742,Junior,Female
Technology Sales,Ruby,30,Misamis Occidental,45370,Mid Level,Nonbinary
Software Development,Python,26,Zamboanga del Norte,64636,Mid Level,Male
Technology Sales,JavaScript,30,Abra,34869,Junior,Female
Web Designer,JavaScript,23,Maguindanao del Norte,37730,Junior,Nonbinary
Database Administration,Java,47,Rizal,77938,Senior,Male
Web Development,R,30,Ilocos Norte,42216,Mid Level,Female
IT Analysis,Java,37,Lanao del Norte,41269,Mid Level,Male
Web Development,Swift,30,Camiguin,30809,Junior,Nonbinary
Technology Sales,JavaScript,30,Marinduque,38074,Junior,Male
Computer Support,Swift,30,Cotabato,19306,Entry Level,Male
Web Development,R,30,Negros Occidental,38128,Junior,Male
Information Security,Java,52,Zamboanga del Norte,80059,Senior,Female
Software Development,PHP,28,Bataan,69792,Mid Level,Male
Network Engineering,JavaScript,38,Ifugao,31846,Junior,Male
Software Development,JavaScript,27,Lanao del Sur,60941,Mid Level,Female
Computer Support,Python,30,Agusan del Sur,23532,Junior,Female
IT Analysis,Java,35,Oriental Mindoro,59408,Mid Level,Male
Network Engineering,R,42,Tarlac,52914,Mid Level,Male
Information Security,SQL,59,Davao Occidental,63007,Mid Level,Male
Computer Support,C++,30,Ilocos Norte,41283,Mid Level,Female
Software Development,Java,25,Sorsogon,60170,Mid Level,Male
Software Development,JavaScript,31,Sultan Kudarat,49620,Mid Level,Female
Database Administration,PHP,64,Davao Occidental,85269,Senior,Male
Computer Support,C++,30,Capiz,35616,Junior,Female
Software Development,HTML/CSS,28,Benguet,81243,Senior,Nonbinary
Network Engineering,Python,42,Bulacan,66645,Mid Level,Female
Software Development,JavaScript,30,Kalinga,50796,Mid Level,Female
Software Development,JavaScript,25,Laguna,61850,Mid Level,Male
Software Development,HTML/CSS,34,Ifugao,89002,Senior,Female
Information Security,JavaScript,58,Guimaras,119439,Executive,Female
Computer Support,Ruby,30,Marinduque,30455,Junior,Female
Software Development,JavaScript,26,Batanes,85891,Senior,Male
Network Engineering,Java,40,Biliran,68149,Mid Level,Male
Software Development,Java,33,Davao de Oro,61084,Mid Level,Female
IT Analysis,PHP,35,Sulu,59584,Mid Level,Female
IT Analysis,JavaScript,40,Lanao del Sur,37276,Junior,Male
Helpdesk Manager,JavaScript,52,Cotabato,59637,Mid Level,Female
Software Development,R,34,Negros Occidental,89267,Senior,Nonbinary
IT Sales Executive,JavaScript,26,Apayao,46046,Mid Level,Female
Software Development,SQL,29,Cebu,38261,Junior,Male
Network Engineering,PHP,40,Davao Occidental,47503,Mid Level,Male
Network Engineering,Java,39,Batanes,67388,Mid Level,Male
Helpdesk Manager,JavaScript,63,Aurora,55496,Mid Level,Male
Network Engineering,HTML/CSS,38,Albay,70541,Senior,Male
Network Engineering,C++,41,Davao Occidental,57900,Mid Level,Male
IT Analysis,PHP,38,Maguindanao del Sur,61611,Mid Level,Male
Information Security,JavaScript,55,Misamis Occidental,90986,Senior,Male
Software Development,C++,34,Masbate,86446,Senior,Female
Web Development,C++,30,Zambales,50399,Mid Level,Male
IT Analysis,HTML/CSS,36,South Cotabato,40106,Mid Level,Male
Web Development,Java,30,Davao del Norte,52366,Mid Level,Male
IT Analysis,JavaScript,39,Guimaras,42614,Mid Level,Female
IT Analysis,R,42,Bohol,56396,Mid Level,Male
Technology Sales,C++,30,Pangasinan,30045,Junior,Nonbinary
IT Sales Executive,PHP,29,Mountain Province,55964,Mid Level,Female
Information Security,Python,52,Lanao del Norte,127383,Executive,Female
IT Analysis,HTML/CSS,43,La Union,54884,Mid Level,Male
Computer Support,Java,30,Cebu,29160,Junior,Female
Software Development,Java,34,Occidental Mindoro,58871,Mid Level,Male
Technology Sales,JavaScript,30,Tarlac,37601,Junior,Male
Cloud Engineering,Java,40,Tarlac,59620,Mid Level,Male
Network Engineering,HTML/CSS,38,Zambales,61296,Mid Level,Male
Software Development,C++,27,Negros Oriental,64032,Mid Level,Male
Web Development,PHP,30,Biliran,43696,Mid Level,Nonbinary
Software Development,Java,29,Lanao del Sur,71751,Senior,Nonbinary
Web Development,C++,30,Capiz,52891,Mid Level,Male
IT Sales Executive,JavaScript,30,Pangasinan,33210,Junior,Male
Network Engineering,C++,37,Aklan,33609,Junior,Male
Web Development,Ruby,30,Ifugao,28424,Junior,Male
Web Development,JavaScript,30,Nueva Vizcaya,29659,Junior,Female
IT Analysis,Java,36,Rizal,66719,Mid Level,Male
Software Development,SQL,31,Oriental Mindoro,36198,Junior,Male
IT Analysis,Ruby,39,Masbate,61118,Mid Level,Nonbinary
Network Engineering,Python,43,Leyte,34348,Junior,Male
Web Development,Ruby,30,Marinduque,43310,Mid Level,Nonbinary
Network Engineering,Python,37,Maguindanao del Sur,83935,Senior,Male
Software Development,Python,32,Maguindanao del Norte,86742,Senior,Female
Software Development,PHP,30,Guimaras,71048,Senior,Male
Software Development,JavaScript,28,Quirino,54917,Mid Level,Male
IT Analysis,Ruby,43,Laguna,42090,Mid Level,Nonbinary
Computer Support,Python,30,Tarlac,27959,Junior,Female
Software Development,JavaScript,29,Abra,92750,Senior,Female
Web Development,JavaScript,30,Zamboanga Sibugay,41917,Mid Level,Nonbinary
Technology Sales,Java,30,Quezon,49120,Mid Level,Male
Computer Support,Ruby,30,Davao del Sur,33122,Junior,Female
Web Development,SQL,30,Capiz,45573,Mid Level,Male
Computer Support,JavaScript,30,Abra,22191,Junior,Male
Helpdesk Manager,Python,60,Agusan del Norte,68107,Mid Level,Male
IT Analysis,Java,44,Bulacan,67093,Mid Level,Male
Database Administration,JavaScript,58,Misamis Oriental,71794,Senior,Female
Computer Support,JavaScript,30,Zamboanga Sibugay,23848,Junior,Female
Network Engineering,SQL,43,Davao Occidental,78476,Senior,Female
Web Development,R,30,Oriental Mindoro,43696,Mid Level,Male
Helpdesk Manager,Swift,51,Lanao del Sur,53545,Mid Level,Male
Helpdesk Manager,PHP,56,Nueva Vizcaya,70396,Senior,Male
Web Development,JavaScript,30,Pampanga,50434,Mid Level,Female
IT Sales Executive,Python,29,Surigao del Sur,57555,Mid Level,Male
Web Designer,Python,19,Pampanga,36208,Junior,Male
Cloud Engineering,Java,38,Sorsogon,92385,Senior,Nonbinary
Cloud Engineering,SQL,36,Nueva Ecija,48508,Mid Level,Male
IT Analysis,JavaScript,37,Ilocos Norte,51272,Mid Level,Female
Network Engineering,Python,44,Oriental Mindoro,42448,Mid Level,Male
Computer Support,SQL,30,La Union,24231,Junior,Male
Computer Support,Ruby,30,Misamis Oriental,29245,Junior,Nonbinary
Web Designer,JavaScript,21,Tarlac,25222,Junior,Male
Web Development,JavaScript,30,Rizal,40951,Mid Level,Female
Software Development,JavaScript,27,Misamis Occidental,79608,Senior,Female
Software Development,SQL,28,Misamis Oriental,70232,Senior,Female
Cloud Engineering,Java,40,Bukidnon,129967,Executive,Male
Web Designer,JavaScript,21,Bohol,38846,Junior,Male
IT Analysis,Ruby,37,Sorsogon,62972,Mid Level,Male
Computer Support,JavaScript,30,Palawan,35629,Junior,Male
Technology Sales,C++,30,Zamboanga Sibugay,40837,Mid Level,Male
Computer Support,JavaScript,30,Davao del Norte,33696,Junior,Male
Computer Support,Swift,30,Zamboanga del Norte,23613,Junior,Male
Web Development,C++,30,Siquijor,31584,Junior,Nonbinary
Software Development,PHP,34,Quirino,68780,Mid Level,Male
Database Administration,JavaScript,45,Sultan Kudarat,72336,Senior,Female
Web Development,JavaScript,30,Southern Leyte,38897,Junior,Female
Network Engineering,Python,35,Zamboanga del Sur,64842,Mid Level,Male
IT Analysis,HTML/CSS,43,Northern Samar,47009,Mid Level,Nonbinary
Computer Support,JavaScript,30,Antique,32169,Junior,Female
Software Development,SQL,33,Zambales,100166,Executive,Male
Network Engineering,JavaScript,39,Bulacan,83466,Senior,Male
Software Development,JavaScript,33,Cotabato,103019,Executive,Male
Computer Support,C++,30,Pangasinan,24537,Junior,Male
Cloud Engineering,JavaScript,41,Biliran,56735,Mid Level,Male
Network Engineering,Python,43,Batanes,36868,Junior,Female
Database Administration,JavaScript,56,Pampanga,73128,Senior,Male
Network Engineering,SQL,41,Surigao del Sur,49195,Mid Level,Nonbinary
Cloud Engineering,SQL,43,Guimaras,117443,Executive,Nonbinary
Network Engineering,JavaScript,36,Benguet,63544,Mid Level,Male
Network Engineering,C++,42,Kalinga,44230,Mid Level,Male
Web Designer,JavaScript,24,Davao del Sur,27396,Junior,Male
Software Development,JavaScript,30,Catanduanes,89522,Senior,Nonbinary
Technology Sales,R,30,Eastern Samar,26763,Junior,Male
Software Development,Java,29,Cotabato,55827,Mid Level,Male
Technology Sales,JavaScript,30,Davao de Oro,25759,Junior,Nonbinary
IT Analysis,JavaScript,38,Aurora,49273,Mid Level,Male
Network Engineering,JavaScript,41,South Cotabato,72537,Senior,Male
IT Sales Executive,Python,27,Antique,54552,Mid Level,Nonbinary
IT Sales Executive,Ruby,32,Iloilo,39106,Junior,Male
Web Development,Python,30,Davao de Oro,42017,Mid Level,Female
Database Administration,Python,62,Negros Oriental,64368,Mid Level,Female
IT Analysis,SQL,35,Camarines Norte,64193,Mid Level,Nonbinary
Web Designer,JavaScript,20,Misamis Oriental,26532,Junior,Female
Web Designer,HTML/CSS,19,Nueva Vizcaya,25066,Junior,Male
Network Engineering,Ruby,43,Sarangani,47164,Mid Level,Nonbinary
Software Development,JavaScript,29,Apayao,91759,Senior,Male
Software Development,SQL,32,Ifugao,51599,Mid Level,Male
Network Engineering,Python,37,Davao Oriental,63087,Mid Level,Male
Computer Support,PHP,30,Ilocos Norte,33607,Junior,Male
Information Security,JavaScript,51,Camarines Norte,66320,Mid Level,Female
Software Development,JavaScript,26,Leyte,86074,Senior,Male
Software Development,Ruby,32,Catanduanes,39598,Junior,Male
Technology Sales,Java,30,Camarines Norte,41781,Mid Level,Male
IT Sales Executive,Java,31,Isabela,58874,Mid Level,Male
IT Analysis,Ruby,39,Maguindanao del Sur,43661,Mid Level,Female
Information Security,JavaScript,48,Oriental Mindoro,124223,Executive,Female
Software Development,JavaScript,25,Davao de Oro,38457,Junior,Female
Software Development,JavaScript,29,Batangas,50949,Mid Level,Male
Network Engineering,C++,43,Abra,58049,Mid Level,Male
Web Development,JavaScript,30,Rizal,29183,Junior,Male
IT Analysis,Java,44,Davao de Oro,66214,Mid Level,Male
Network Engineering,JavaScript,38,Misamis Oriental,40829,Mid Level,Male
Network Engineering,JavaScript,43,Batangas,51269,Mid Level,Female
IT Analysis,JavaScript,36,Quirino,56830,Mid Level,Male
Software Development,Swift,28,Antique,37468,Junior,Male
Information Security,SQL,53,Davao Occidental,122720,Executive,Female
Network Engineering,Ruby,38,Marinduque,68698,Mid Level,Female
Cloud Engineering,JavaScript,39,Samar,99777,Senior,Male
IT Analysis,Swift,42,Bulacan,59505,Mid Level,Male
Computer Support,R,30,Nueva Ecija,25503,Junior,Nonbinary
Software Development,Java,25,Marinduque,53323,Mid Level,Male
Network Engineering,PHP,35,Maguindanao del Sur,59903,Mid Level,Nonbinary
Software Development,JavaScript,33,Laguna,65842,Mid Level,Nonbinary
Cloud Engineering,C++,43,Dinagat Islands,62028,Mid Level,Male
Software Development,SQL,28,Agusan del Norte,70038,Senior,Male
Web Designer,R,22,Tawi-Tawi,24047,Junior,Female
Database Administration,Java,46,Sulu,55839,Mid Level,Female
Information Security,C++,57,Batangas,89710,Senior,Male
Technology Sales,JavaScript,30,Maguindanao del Sur,31802,Junior,Male
IT Analysis,Python,43,Cotabato,46670,Mid Level,Male
Network Engineering,JavaScript,38,Aklan,58514,Mid Level,Nonbinary
Web Development,C++,30,Samar,47448,Mid Level,Male
IT Sales Executive,JavaScript,30,Aklan,62185,Mid Level,Male
Network Engineering,SQL,35,Aklan,66542,Mid Level,Male
Network Engineering,JavaScript,43,Camarines Sur,74418,Senior,Female
Web Development,Java,30,La Union,47628,Mid Level,Male
Computer Support,Ruby,30,Sulu,27644,Junior,Female
Computer Support,Swift,30,Misamis Oriental,22767,Junior,Male
Technology Sales,Python,30,Cebu,23075,Junior,Nonbinary
